ID,Hospital,Doctors,Pop,TrAcc,Popd,Pop65r,Emp3r,IncP
12322,0 ,7 ,21385 ,152 ,11.2434 ,0.1592 ,0.7307,1.5130
12325,1 ,177 ,12652 ,62 ,2.7168 ,0.1837 ,0.8131,1.3584
12328,0 ,3 ,8390 ,32 ,3.5371 ,0.1639 ,0.7492,1.5659
12329,1 ,11 ,24377 ,69 ,7.5099 ,0.1728 ,0.7427,1.5331
12342,1 ,5 ,6705 ,22 ,3.3778 ,0.2367 ,0.5406,1.2398
12347,1 ,19 ,16950 ,82 ,2.3321 ,0.2742 ,0.6827,1.1671
12349,1 ,10 ,16166 ,42 ,3.5022 ,0.2448 ,0.6342,1.1352
12402,1 ,44 ,49548 ,230 ,8.5339 ,0.1934 ,0.7978,1.4081
12403,1 ,9 ,19009 ,95 ,8.0139 ,0.2518 ,0.5643,1.0998
12409,1 ,12 ,8389 ,58 ,1.9298 ,0.2516 ,0.7013,1.4139
12410,1 ,17 ,25981 ,133 ,3.8830 ,0.2593 ,0.6349,1.1111
12421,0 ,9 ,11656 ,80 ,5.0634 ,0.2564 ,0.8139,1.3088
12422,0 ,2 ,7838 ,30 ,2.2023 ,0.2654 ,0.6992,1.1958
12423,0 ,4 ,14543 ,75 ,5.1352 ,0.2234 ,0.5694,1.2552
12424,0 ,7 ,12850 ,62 ,4.6795 ,0.2628 ,0.5919,1.1588
12426,1 ,8 ,8564 ,41 ,1.8144 ,0.2687 ,0.6146,1.1791
12427,0 ,5 ,9824 ,41 ,1.5026 ,0.3028 ,0.5245,1.2097
12441,3 ,22 ,11514 ,51 ,0.8868 ,0.3117 ,0.7269,1.0152
12443,0 ,3 ,7942 ,30 ,3.1870 ,0.3549 ,0.8341,1.1252
12463,1 ,8 ,9778 ,37 ,2.1652 ,0.3347 ,0.8001,0.9894
13101,16 ,1559 ,41778 ,1630 ,35.8609 ,0.2016 ,0.8987,5.5165
13102,5 ,1030 ,98399 ,1423 ,96.9448 ,0.1626 ,0.9019,3.7916
13103,16 ,2073 ,185861 ,2615 ,91.3322 ,0.1775 ,0.8536,6.2105
13104,16 ,3994 ,305716 ,2152 ,167.6994 ,0.1856 ,0.9005,2.5700
13105,11 ,3594 ,189632 ,1148 ,167.6676 ,0.1831 ,0.8393,3.0463
13106,5 ,344 ,165186 ,1276 ,163.8750 ,0.2283 ,0.8295,2.0691
13107,15 ,663 ,231173 ,1398 ,168.1258 ,0.2018 ,0.7389,1.8534
13108,19 ,838 ,420845 ,2007 ,105.3693 ,0.1728 ,0.8207,2.0589
13109,14 ,1281 ,346357 ,1574 ,152.4459 ,0.1796 ,0.8063,2.4224
13110,10 ,948 ,264064 ,1604 ,179.6354 ,0.1756 ,0.8685,3.3036
13111,29 ,1421 ,665674 ,3100 ,111.9532 ,0.1838 ,0.7380,2.2965
13112,26 ,1708 ,841165 ,4557 ,144.8287 ,0.1690 ,0.8999,2.8222
13113,16 ,1141 ,203334 ,2402 ,134.5692 ,0.1814 ,0.9170,4.3401
13114,10 ,614 ,310627 ,1199 ,199.2476 ,0.1819 ,0.8561,2.1587
13115,18 ,828 ,528587 ,2774 ,155.3754 ,0.1861 ,0.8979,2.5138
13116,20 ,541 ,250585 ,1176 ,192.6095 ,0.1962 ,0.8890,2.2025
13117,20 ,528 ,330412 ,1186 ,160.4721 ,0.2164 ,0.7949,1.7274
13118,15 ,459 ,191207 ,714 ,187.4578 ,0.2080 ,0.7172,1.6463
13119,38 ,1797 ,523083 ,2351 ,162.5996 ,0.1874 ,0.7510,1.8201
13120,19 ,887 ,692339 ,3015 ,143.7581 ,0.1889 ,0.8421,2.0334
13121,44 ,776 ,624807 ,3345 ,117.4449 ,0.1978 ,0.7608,1.5569
13122,20 ,689 ,424878 ,1927 ,122.1265 ,0.1985 ,0.7561,1.6566
13123,20 ,627 ,653944 ,2911 ,131.4196 ,0.1539 ,0.7830,1.7433
13201,35 ,1002 ,560012 ,3184 ,30.0581 ,0.1718 ,0.8111,1.6799
13202,7 ,457 ,172566 ,1079 ,70.7818 ,0.1792 ,0.8970,1.7819
13203,10 ,408 ,137525 ,691 ,128.1687 ,0.1763 ,0.9025,2.5482
13204,8 ,763 ,177016 ,692 ,107.2824 ,0.1801 ,0.8061,2.1721
13205,9 ,278 ,142354 ,796 ,13.7860 ,0.1884 ,0.6682,1.5534
13206,11 ,582 ,245623 ,1234 ,83.7161 ,0.1611 ,0.7805,1.8959
13207,7 ,131 ,110143 ,667 ,63.5563 ,0.1786 ,0.7338,1.6627
13208,6 ,268 ,216119 ,1095 ,100.3804 ,0.1666 ,0.8624,2.1106
13209,13 ,521 ,405534 ,2460 ,56.6151 ,0.1817 ,0.8737,1.9327
13210,3 ,129 ,114112 ,485 ,100.7167 ,0.1718 ,0.9095,2.1961
13211,8 ,435 ,183796 ,941 ,89.8319 ,0.1737 ,0.7783,1.7839
13212,4 ,181 ,176538 ,635 ,64.1257 ,0.1720 ,0.6605,1.8037
13213,8 ,231 ,144929 ,646 ,84.4083 ,0.2027 ,0.8325,1.6683
13214,3 ,132 ,117604 ,482 ,102.4425 ,0.1738 ,0.8861,2.1608
13215,1 ,94 ,72667 ,414 ,89.1620 ,0.1745 ,0.9288,2.1876
13218,4 ,85 ,61074 ,428 ,59.6426 ,0.1685 ,0.8393,1.5510
13219,2 ,270 ,78319 ,275 ,122.5649 ,0.1824 ,0.7965,1.9380
13220,2 ,90 ,79353 ,419 ,58.6064 ,0.1819 ,0.8199,1.6862
13221,13 ,275 ,73529 ,290 ,72.1580 ,0.2146 ,0.9044,1.5594
13222,2 ,64 ,115330 ,534 ,89.2647 ,0.1956 ,0.8016,1.7042
13223,4 ,113 ,66553 ,483 ,43.3006 ,0.1725 ,0.6843,1.4940
13224,6 ,354 ,145877 ,672 ,69.2016 ,0.1575 ,0.9207,1.8514
13225,3 ,82 ,76492 ,369 ,42.5665 ,0.1423 ,0.7401,1.9759
13227,2 ,33 ,56514 ,308 ,57.0272 ,0.1577 ,0.6108,1.6754
13228,3 ,79 ,79587 ,361 ,10.8518 ,0.1923 ,0.7109,1.5980
13229,4 ,222 ,189735 ,905 ,119.7066 ,0.1875 ,0.8176,1.8910
13303,1 ,16 ,33691 ,313 ,20.0184 ,0.1698 ,0.5554,1.5039
13305,2 ,16 ,15941 ,89 ,5.6770 ,0.2383 ,0.6499,1.5488
13307,0 ,1 ,2930 ,68 ,0.2779 ,0.4061 ,0.7598,1.0447
13308,1 ,7 ,6741 ,59 ,0.2988 ,0.3657 ,0.7181,1.2215
13361,0 ,8 ,8702 ,20 ,0.9556 ,0.2858 ,0.8264,1.2326
13362,0 ,1 ,308 ,0 ,0.7476 ,0.2273 ,0.7588,1.6331
13363,0 ,4 ,3161 ,5 ,1.1383 ,0.3132 ,0.7177,1.2528
13364,0 ,2 ,2068 ,7 ,1.0959 ,0.2485 ,0.8319,1.0595
13381,0 ,3 ,2439 ,4 ,0.4395 ,0.3735 ,0.7069,1.6613
13382,0 ,1 ,292 ,0 ,0.1419 ,0.1610 ,0.7371,1.5103
13401,1 ,10 ,8837 ,7 ,1.2169 ,0.2856 ,0.8141,1.1158
13402,0 ,1 ,214 ,0 ,0.3579 ,0.1215 ,0.5789,1.9486
13421,0 ,6 ,2723 ,2 ,0.2608 ,0.0852 ,0.8362,2.1803
14100,118 ,6380 ,3579628 ,19649 ,81.8425 ,0.1687 ,0.8212,2.0069
14130,38 ,2545 ,1327011 ,5913 ,92.9931 ,0.1463 ,0.7650,2.0101
14201,12 ,802 ,426178 ,2419 ,42.3300 ,0.2095 ,0.8220,1.6094
14203,7 ,401 ,258958 ,1960 ,38.1944 ,0.1759 ,0.7068,1.6418
14204,13 ,396 ,171158 ,941 ,43.2217 ,0.2444 ,0.8210,2.3135
14205,12 ,613 ,396014 ,2676 ,56.9722 ,0.1652 ,0.7644,1.9367
14206,13 ,351 ,198741 ,1322 ,17.4197 ,0.1989 ,0.7634,1.6098
14207,6 ,377 ,228420 ,1086 ,63.9653 ,0.1827 ,0.7808,1.8636
14208,2 ,61 ,58033 ,236 ,33.4677 ,0.2530 ,0.9143,2.2327
14209,32 ,1533 ,701630 ,4755 ,21.3365 ,0.1500 ,0.7441,1.6849
14210,1 ,53 ,49861 ,268 ,15.4464 ,0.2387 ,0.8680,1.4950
14211,5 ,203 ,168317 ,866 ,16.2452 ,0.1575 ,0.6705,1.6022
14212,11 ,364 ,222403 ,1962 ,23.7028 ,0.1375 ,0.7799,1.7361
14213,9 ,309 ,221220 ,1609 ,81.7517 ,0.1532 ,0.7669,1.7565
14214,3 ,591 ,100579 ,633 ,18.1158 ,0.1528 ,0.7384,1.7288
14215,4 ,191 ,123764 ,804 ,46.7387 ,0.1426 ,0.7826,1.8044
14216,4 ,97 ,128174 ,795 ,72.9090 ,0.1513 ,0.6901,1.6485
14217,2 ,38 ,44134 ,147 ,5.7369 ,0.1994 ,0.5175,1.6463
14218,3 ,45 ,81767 ,478 ,36.6997 ,0.1528 ,0.5441,1.6173
14301,1 ,35 ,31531 ,162 ,18.4824 ,0.2354 ,0.9121,2.2557
14321,1 ,34 ,47457 ,336 ,35.3629 ,0.1526 ,0.5361,1.5846
14341,1 ,90 ,32590 ,208 ,18.9367 ,0.2273 ,0.8513,1.9075
14342,0 ,24 ,30247 ,141 ,33.3117 ,0.2199 ,0.8361,1.7513
14361,1 ,11 ,10173 ,55 ,5.0814 ,0.1911 ,0.6046,1.6112
14362,1 ,15 ,17530 ,127 ,12.1652 ,0.1576 ,0.8001,1.6119
14363,1 ,67 ,12399 ,82 ,3.2845 ,0.2189 ,0.8223,1.5892
14364,0 ,5 ,12655 ,75 ,0.5632 ,0.2472 ,0.5510,1.5034
14366,1 ,17 ,15123 ,84 ,23.0534 ,0.1856 ,0.7506,1.7312
14382,1 ,13 ,14206 ,178 ,1.5305 ,0.2397 ,0.9333,1.4935
14383,0 ,3 ,8714 ,38 ,12.4131 ,0.2662 ,0.8126,1.3622
14384,3 ,51 ,27430 ,155 ,6.6919 ,0.2711 ,0.8897,1.4019
14401,1 ,23 ,42045 ,266 ,12.2616 ,0.1533 ,0.5622,1.5051
14402,0 ,5 ,3507 ,24 ,0.4919 ,0.2044 ,0.5746,1.4816
15100,39 ,2141 ,813847 ,5249 ,11.2085 ,0.2052 ,0.7793,1.3518
15202,12 ,541 ,283224 ,1338 ,3.3682 ,0.2305 ,0.6783,1.3002
15204,6 ,155 ,104749 ,654 ,2.4247 ,0.2357 ,0.6223,1.1939
15205,5 ,140 ,94648 ,365 ,2.1380 ,0.2537 ,0.6357,1.2993
15206,5 ,185 ,104634 ,550 ,1.9638 ,0.2420 ,0.6932,1.1523
15208,3 ,59 ,39956 ,153 ,2.5758 ,0.2600 ,0.5174,1.1997
15209,1 ,41 ,31482 ,132 ,2.3550 ,0.2569 ,0.5801,1.1008
15210,4 ,74 ,62058 ,232 ,1.0520 ,0.2965 ,0.6065,1.0376
15211,1 ,38 ,42668 ,166 ,5.4731 ,0.2351 ,0.5795,1.1352
15212,4 ,70 ,30685 ,115 ,2.1591 ,0.2689 ,0.7300,1.0521
15213,2 ,129 ,83269 ,466 ,7.5098 ,0.2215 ,0.5259,1.2609
15216,4 ,65 ,49844 ,196 ,0.6679 ,0.3085 ,0.6285,1.2309
15217,2 ,35 ,37831 ,129 ,0.8491 ,0.2745 ,0.6173,1.1708
15218,3 ,49 ,56962 ,240 ,1.6188 ,0.2581 ,0.5691,1.0010
15222,9 ,352 ,208082 ,1038 ,2.1379 ,0.2419 ,0.6870,1.2925
15223,2 ,39 ,47043 ,222 ,2.4410 ,0.2460 ,0.5276,1.0182
15224,5 ,95 ,67386 ,232 ,0.7879 ,0.3489 ,0.7259,0.9583
15225,2 ,61 ,43555 ,159 ,0.4600 ,0.2730 ,0.6071,1.0468
15226,4 ,77 ,63329 ,263 ,1.0829 ,0.2479 ,0.6392,1.0985
15227,1 ,42 ,32813 ,126 ,1.2374 ,0.2538 ,0.5604,1.0993
15307,0 ,3 ,13497 ,102 ,3.5528 ,0.1976 ,0.4394,1.0284
15342,0 ,3 ,8545 ,29 ,3.3882 ,0.2194 ,0.5459,1.1920
15361,0 ,5 ,13363 ,68 ,4.2062 ,0.2234 ,0.5707,1.1115
15385,1 ,13 ,14703 ,52 ,0.1543 ,0.3911 ,0.6470,0.8175
15405,0 ,4 ,5338 ,15 ,1.2028 ,0.3610 ,0.6191,0.9565
15441,0 ,2 ,5233 ,17 ,1.0460 ,0.2777 ,0.5043,0.8053
15461,1 ,13 ,8713 ,38 ,0.2441 ,0.2562 ,0.8825,1.1415
15482,1 ,7 ,11719 ,47 ,0.6882 ,0.3520 ,0.6725,0.9691
15504,0 ,1 ,4806 ,16 ,1.8288 ,0.2705 ,0.5411,1.3645
15581,0 ,5 ,7019 ,21 ,0.2343 ,0.3352 ,0.5621,0.9262
15582,1 ,19 ,11105 ,59 ,3.0251 ,0.2543 ,0.5730,1.0937
15583,0 ,2 ,10135 ,53 ,1.2333 ,0.2912 ,0.5329,0.9958
15584,0 ,3 ,11489 ,36 ,0.1826 ,0.3149 ,0.4954,0.8831
15585,1 ,10 ,7291 ,22 ,0.2568 ,0.3840 ,0.5954,0.8180
15586,0 ,0 ,438 ,2 ,0.4442 ,0.3973 ,0.8719,0.6598
16201,41 ,1368 ,421239 ,3254 ,3.3920 ,0.2148 ,0.7376,1.4912
16202,15 ,430 ,181229 ,1124 ,8.6555 ,0.2366 ,0.6709,1.4128
16204,5 ,82 ,46331 ,290 ,2.3093 ,0.2451 ,0.6589,1.4401
16205,3 ,77 ,54495 ,198 ,2.3645 ,0.2755 ,0.6290,1.2510
16206,2 ,49 ,34002 ,222 ,6.2263 ,0.2205 ,0.4588,1.3892
16207,4 ,121 ,42694 ,174 ,1.0014 ,0.2404 ,0.5108,1.4961
16208,5 ,140 ,49429 ,326 ,3.8933 ,0.2248 ,0.6366,1.4353
16209,6 ,56 ,33533 ,164 ,2.5004 ,0.2654 ,0.5230,1.3213
16210,6 ,86 ,58140 ,226 ,0.8692 ,0.2848 ,0.5181,1.3487
16211,4 ,125 ,94209 ,565 ,8.6288 ,0.2102 ,0.5955,1.4004
16321,0 ,1 ,2673 ,8 ,7.7032 ,0.1582 ,0.6111,2.2709
16322,1 ,39 ,23039 ,112 ,0.9731 ,0.2478 ,0.5501,1.3288
16323,1 ,17 ,28011 ,159 ,0.9115 ,0.2335 ,0.5735,1.3159
16342,1 ,23 ,28005 ,125 ,3.9283 ,0.2597 ,0.4713,1.3776
16343,3 ,31 ,14700 ,49 ,0.6495 ,0.3047 ,0.6685,1.2800
17201,42 ,1617 ,454607 ,3544 ,9.7186 ,0.1836 ,0.8176,1.5397
17202,7 ,156 ,61871 ,259 ,1.9459 ,0.2654 ,0.7505,1.1556
17203,12 ,191 ,109084 ,660 ,2.9392 ,0.2028 ,0.6523,1.4710
17204,1 ,41 ,32823 ,76 ,0.7700 ,0.3498 ,0.6613,0.9139
17205,1 ,25 ,18050 ,51 ,0.7302 ,0.3734 ,0.6903,1.0024
17206,6 ,115 ,74982 ,502 ,2.4504 ,0.2435 ,0.6801,1.2470
17207,1 ,45 ,24517 ,137 ,2.9913 ,0.2672 ,0.6439,1.2568
17209,2 ,38 ,34847 ,131 ,5.3809 ,0.2108 ,0.5121,1.3008
17210,4 ,122 ,109450 ,734 ,1.4493 ,0.1786 ,0.5624,1.4722
17211,3 ,73 ,47207 ,231 ,5.6299 ,0.1838 ,0.4914,1.4674
17324,0 ,3 ,5677 ,47 ,3.8462 ,0.1802 ,0.4286,1.4326
17344,3 ,65 ,47977 ,487 ,35.3813 ,0.1282 ,0.8158,1.4032
17361,1 ,28 ,35712 ,165 ,3.2336 ,0.1625 ,0.6465,1.3855
17365,2 ,374 ,26896 ,113 ,13.1973 ,0.1515 ,0.7883,1.3670
17384,3 ,21 ,23790 ,72 ,0.9649 ,0.3114 ,0.5970,1.1653
17386,1 ,11 ,15236 ,60 ,1.3643 ,0.2612 ,0.4917,1.1960
17407,0 ,10 ,18959 ,83 ,2.1216 ,0.2723 ,0.5396,1.1207
17461,2 ,20 ,10549 ,44 ,0.5757 ,0.3592 ,0.7660,1.0328
17463,2 ,25 ,21792 ,42 ,0.7969 ,0.3546 ,0.6608,1.0205
18201,31 ,801 ,269144 ,2009 ,5.0198 ,0.2128 ,0.7664,1.4982
18202,5 ,136 ,68402 ,360 ,2.7279 ,0.2085 ,0.7354,1.4221
18204,2 ,62 ,32182 ,127 ,1.3820 ,0.2602 ,0.7335,1.2082
18205,4 ,34 ,37843 ,167 ,0.4338 ,0.2752 ,0.6112,1.1498
18206,1 ,43 ,26961 ,88 ,1.0628 ,0.2810 ,0.5821,1.2063
18207,8 ,95 ,66831 ,444 ,7.8857 ,0.2049 ,0.5459,1.3353
18208,3 ,37 ,31081 ,118 ,2.6567 ,0.2404 ,0.6425,1.3298
18209,9 ,109 ,87742 ,439 ,3.8025 ,0.2174 ,0.5727,1.3102
18210,4 ,78 ,92318 ,517 ,4.3980 ,0.2027 ,0.6059,1.3948
18322,1 ,302 ,20764 ,73 ,2.2010 ,0.2277 ,0.6729,1.2932
18382,0 ,3 ,3405 ,6 ,0.1749 ,0.3885 ,0.5078,1.0799
18404,0 ,9 ,12274 ,57 ,0.3570 ,0.2894 ,0.6047,1.2622
18423,2 ,17 ,23995 ,66 ,1.5689 ,0.2561 ,0.5569,1.2330
18442,0 ,6 ,11023 ,64 ,0.7237 ,0.2729 ,0.7197,1.2514
18481,1 ,10 ,11630 ,47 ,1.6130 ,0.2430 ,0.7223,1.2099
18483,0 ,7 ,9217 ,15 ,0.4343 ,0.2543 ,0.7100,1.1596
18501,2 ,19 ,16780 ,61 ,0.9393 ,0.2819 ,0.6163,1.2238
19201,12 ,563 ,199749 ,2146 ,9.4039 ,0.2223 ,0.8060,1.3963
19202,1 ,81 ,52572 ,371 ,4.3152 ,0.2003 ,0.6785,1.2718
19204,3 ,42 ,35017 ,171 ,2.1672 ,0.2043 ,0.6373,1.1542
19205,3 ,115 ,38686 ,197 ,1.3346 ,0.2511 ,0.7520,1.1698
19206,1 ,27 ,30879 ,160 ,1.1016 ,0.2552 ,0.6506,1.2195
19207,4 ,62 ,33801 ,276 ,2.3517 ,0.2032 ,0.5134,1.2387
19208,4 ,66 ,72055 ,556 ,2.7287 ,0.1918 ,0.5622,1.3154
19209,2 ,34 ,48144 ,216 ,0.7986 ,0.2805 ,0.6372,1.2207
19210,4 ,59 ,74062 ,718 ,10.2950 ,0.1529 ,0.7232,1.4216
19211,8 ,91 ,71711 ,623 ,3.5515 ,0.2141 ,0.7466,1.1796
19212,1 ,22 ,28986 ,144 ,1.6986 ,0.2290 ,0.5943,1.3492
19213,2 ,39 ,35922 ,177 ,1.3606 ,0.2666 ,0.6790,1.1805
19214,1 ,389 ,31650 ,278 ,9.9497 ,0.1499 ,0.6617,1.3817
19346,1 ,17 ,17939 ,66 ,2.3896 ,0.2941 ,0.5908,1.1958
19361,0 ,5 ,13111 ,58 ,2.0118 ,0.2495 ,0.5871,1.2409
19362,2 ,19 ,4294 ,21 ,0.9173 ,0.3188 ,0.8414,1.0776
19364,0 ,0 ,1534 ,5 ,0.0415 ,0.4844 ,0.7166,0.9811
19365,3 ,21 ,16334 ,75 ,0.5409 ,0.3660 ,0.6953,1.0688
19366,0 ,6 ,10254 ,37 ,0.5111 ,0.3058 ,0.5961,1.1470
19384,1 ,28 ,16764 ,320 ,18.3213 ,0.1410 ,0.6488,1.5816
19422,0 ,1 ,2051 ,21 ,0.2578 ,0.2696 ,0.5349,1.2964
19423,0 ,4 ,4850 ,20 ,3.1950 ,0.1918 ,0.4900,1.1328
19424,0 ,3 ,8490 ,30 ,3.3757 ,0.1373 ,0.3620,1.7914
19425,0 ,7 ,5440 ,78 ,1.0301 ,0.2055 ,0.9090,1.5289
19429,0 ,0 ,2958 ,23 ,0.3303 ,0.2191 ,0.4877,1.3117
19430,1 ,49 ,23943 ,197 ,1.5105 ,0.1791 ,0.7615,1.4309
19442,0 ,1 ,1018 ,2 ,0.1934 ,0.3605 ,0.6625,0.9853
19443,0 ,1 ,780 ,6 ,0.0768 ,0.4615 ,0.8645,0.9333
20201,24 ,753 ,378512 ,2300 ,5.1792 ,0.2161 ,0.7845,1.4246
20202,13 ,1062 ,227627 ,1739 ,2.4760 ,0.2118 ,0.7828,1.4410
20203,13 ,259 ,163651 ,1027 ,2.9647 ,0.2309 ,0.6593,1.2923
20204,4 ,106 ,54699 ,264 ,6.4246 ,0.2454 ,0.5253,1.5187
20205,8 ,242 ,108624 ,643 ,1.6489 ,0.2586 ,0.6676,1.2735
20206,3 ,136 ,53240 ,351 ,4.8817 ,0.2146 ,0.7081,1.5487
20207,2 ,80 ,53668 ,250 ,3.5817 ,0.2303 ,0.6135,1.2351
20208,3 ,99 ,45499 ,260 ,4.6117 ,0.2279 ,0.6647,1.1419
20209,3 ,134 ,71788 ,322 ,1.0750 ,0.2431 ,0.6768,1.3927
20210,2 ,71 ,34417 ,140 ,2.0743 ,0.2354 ,0.6250,1.3630
20211,2 ,94 ,46788 ,182 ,4.1753 ,0.2354 ,0.6465,1.1429
20212,1 ,51 ,32145 ,152 ,0.5689 ,0.2665 ,0.6761,1.1111
20213,1 ,48 ,24960 ,88 ,1.2337 ,0.2914 ,0.7027,0.9851
20214,1 ,86 ,57099 ,357 ,2.1434 ,0.2038 ,0.6011,1.3872
20215,5 ,72 ,68346 ,385 ,2.3557 ,0.2070 ,0.6018,1.3740
20217,6 ,286 ,100462 ,593 ,2.3694 ,0.2430 ,0.6662,1.1816
20218,3 ,71 ,64022 ,363 ,5.3423 ,0.2387 ,0.5968,1.2481
20219,1 ,25 ,31271 ,167 ,2.7846 ,0.2296 ,0.5741,1.2163
20220,4 ,207 ,96266 ,643 ,2.9012 ,0.2308 ,0.5935,1.3229
20303,1 ,13 ,5663 ,27 ,0.4959 ,0.3316 ,0.6983,1.0383
20304,0 ,3 ,4759 ,9 ,0.2270 ,0.2421 ,0.8500,1.0166
20305,0 ,1 ,3494 ,14 ,0.2625 ,0.2653 ,0.8522,1.1651
20306,0 ,1 ,1151 ,3 ,0.1743 ,0.3944 ,0.6255,0.8549
20307,0 ,1 ,942 ,1 ,0.1674 ,0.3885 ,0.6683,0.8928
20309,1 ,9 ,12980 ,43 ,0.6899 ,0.2934 ,0.5978,1.0200
20321,1 ,19 ,17144 ,206 ,1.0986 ,0.2241 ,0.9233,1.7145
20323,1 ,10 ,14124 ,87 ,2.4029 ,0.2001 ,0.5127,1.2720
20324,0 ,4 ,8237 ,35 ,1.2327 ,0.2712 ,0.6600,1.0596
20349,0 ,1 ,4774 ,11 ,0.8362 ,0.3136 ,0.5089,1.0917
20350,1 ,17 ,7304 ,45 ,0.3971 ,0.3191 ,0.6302,0.9762
20361,3 ,35 ,22863 ,120 ,3.4175 ,0.2667 ,0.6521,1.4668
20362,1 ,27 ,15528 ,49 ,1.0735 ,0.2725 ,0.4288,1.2765
20363,0 ,4 ,7456 ,31 ,1.7239 ,0.2509 ,0.6852,1.2823
20382,2 ,24 ,21801 ,77 ,1.2898 ,0.2659 ,0.4432,1.3861
20383,2 ,18 ,26276 ,104 ,3.0511 ,0.2045 ,0.4393,1.4010
20384,0 ,5 ,10570 ,42 ,1.2158 ,0.2664 ,0.3740,1.2432
20385,0 ,8 ,13620 ,100 ,3.3301 ,0.1772 ,0.5497,1.4700
20386,0 ,2 ,5263 ,11 ,0.6831 ,0.2755 ,0.4588,1.1455
20388,0 ,2 ,8968 ,44 ,1.6449 ,0.2210 ,0.3739,1.4176
20402,1 ,13 ,14117 ,53 ,1.9365 ,0.2577 ,0.5121,1.1502
20403,1 ,15 ,12976 ,85 ,2.8670 ,0.2590 ,0.6080,1.2093
20404,1 ,9 ,5972 ,19 ,0.4842 ,0.3853 ,0.6293,0.8920
20406,0 ,0 ,777 ,2 ,0.1760 ,0.3436 ,0.7931,0.7439
20407,0 ,4 ,6771 ,32 ,0.3976 ,0.2828 ,0.6979,1.0304
20409,0 ,0 ,688 ,2 ,0.0889 ,0.3532 ,0.7508,0.6701
20410,0 ,1 ,1253 ,7 ,0.1393 ,0.4262 ,0.6096,0.9976
20411,0 ,2 ,4210 ,17 ,1.1179 ,0.2872 ,0.5599,0.9496
20412,0 ,1 ,735 ,4 ,0.1688 ,0.4340 ,0.7982,0.6680
20413,0 ,1 ,2002 ,3 ,0.1828 ,0.4890 ,0.5668,0.7647
20414,0 ,1 ,2062 ,0 ,0.3195 ,0.3710 ,0.6496,0.8501
20415,0 ,2 ,6912 ,23 ,1.0375 ,0.2862 ,0.6136,1.0979
20416,0 ,3 ,7068 ,17 ,0.9197 ,0.2888 ,0.4575,1.0903
20417,0 ,1 ,1356 ,2 ,0.0546 ,0.4816 ,0.6493,0.6379
20422,0 ,3 ,5770 ,21 ,0.3425 ,0.3324 ,0.5798,1.0697
20423,0 ,2 ,5238 ,15 ,0.2425 ,0.3496 ,0.6027,1.0766
20425,0 ,3 ,3361 ,8 ,0.2393 ,0.3359 ,0.5618,1.0893
20429,0 ,1 ,1097 ,4 ,0.0353 ,0.3200 ,0.7162,0.8997
20430,0 ,2 ,4457 ,16 ,0.1901 ,0.3325 ,0.4746,1.1615
20432,1 ,34 ,13900 ,80 ,0.2920 ,0.3147 ,0.7893,1.1140
20446,0 ,2 ,3204 ,5 ,0.9319 ,0.3786 ,0.6858,1.0290
20448,0 ,1 ,2160 ,4 ,0.5543 ,0.3704 ,0.5322,0.9866
20449,1 ,30 ,14914 ,57 ,2.5099 ,0.2048 ,0.7467,1.2918
20450,0 ,3 ,8195 ,44 ,3.2859 ,0.2071 ,0.8112,1.2592
20451,0 ,5 ,4875 ,3 ,0.6902 ,0.2363 ,0.6962,1.1879
20452,0 ,6 ,5702 ,10 ,0.5731 ,0.3306 ,0.5901,1.0631
20481,1 ,41 ,10630 ,31 ,2.6456 ,0.2771 ,0.6495,1.2163
20482,0 ,8 ,10072 ,53 ,2.1393 ,0.2406 ,0.6288,1.1741
20485,0 ,7 ,9500 ,55 ,0.5017 ,0.2138 ,0.8731,0.9060
20486,0 ,2 ,3920 ,15 ,0.1463 ,0.3125 ,0.7680,0.7184
20521,0 ,7 ,16463 ,86 ,3.0692 ,0.2427 ,0.2975,1.4165
20541,1 ,15 ,11477 ,59 ,6.0184 ,0.2419 ,0.6604,1.2318
20543,0 ,4 ,7654 ,18 ,0.7771 ,0.2387 ,0.4860,1.1453
20561,0 ,7 ,14704 ,49 ,0.5529 ,0.2999 ,0.8607,0.9089
20562,0 ,3 ,5312 ,10 ,0.5349 ,0.3108 ,0.6449,0.9831
20563,0 ,3 ,4259 ,8 ,0.7349 ,0.3059 ,0.8764,0.7452
20581,1 ,9 ,5535 ,19 ,0.7826 ,0.4065 ,0.6095,0.8907
20583,1 ,4 ,9927 ,35 ,0.6650 ,0.3023 ,0.6168,1.0484
20588,0 ,1 ,3371 ,10 ,0.5805 ,0.4079 ,0.6007,0.8413
20589,0 ,2 ,2525 ,6 ,0.7585 ,0.4459 ,0.6680,0.8634
20590,1 ,9 ,12504 ,29 ,1.6603 ,0.2733 ,0.6306,1.1993
20602,0 ,1 ,2488 ,6 ,0.0916 ,0.4136 ,0.6645,0.7645
21201,30 ,1390 ,413367 ,3439 ,20.3739 ,0.2078 ,0.8369,1.5105
21202,7 ,334 ,162070 ,1129 ,7.8477 ,0.2006 ,0.6871,1.5026
21203,3 ,175 ,96231 ,371 ,0.4419 ,0.2388 ,0.7623,1.2651
21204,4 ,210 ,114876 ,594 ,12.5905 ,0.1836 ,0.7397,1.5022
21205,2 ,152 ,92597 ,493 ,1.9583 ,0.1996 ,0.5626,1.3145
