ID,Hospital,Doctors,Pop,TrAcc,Popd,Pop65r,Emp3r,IncP
29211,0 ,23 ,34985 ,274 ,10.3721 ,0.1869 ,0.5291,1.3162
29212,2 ,46 ,37183 ,114 ,1.5016 ,0.2601 ,0.7550,1.1708
29322,0 ,5 ,4595 ,29 ,0.6904 ,0.3369 ,0.5924,1.0383
29342,0 ,6 ,20286 ,52 ,8.4879 ,0.2228 ,0.7987,1.5550
29343,3 ,34 ,23062 ,72 ,26.2068 ,0.2176 ,0.8638,1.4613
29344,0 ,16 ,27816 ,125 ,19.4926 ,0.1969 ,0.7556,1.4782
29345,0 ,3 ,8257 ,23 ,19.0693 ,0.2015 ,0.5028,1.2148
29361,0 ,3 ,9174 ,37 ,15.4444 ,0.2165 ,0.3213,1.2979
29362,0 ,2 ,7764 ,15 ,19.0762 ,0.2239 ,0.4507,1.2745
29363,2 ,107 ,33029 ,244 ,15.6536 ,0.2000 ,0.7238,1.3410
29385,0 ,2 ,2193 ,3 ,0.4584 ,0.3502 ,0.5854,0.8295
29386,0 ,3 ,2366 ,1 ,0.2971 ,0.4053 ,0.5876,0.7236
29401,0 ,13 ,7914 ,43 ,3.0710 ,0.2733 ,0.5863,1.1410
29402,0 ,3 ,6343 ,25 ,2.6341 ,0.2729 ,0.6502,1.2762
29424,3 ,39 ,24953 ,93 ,40.6401 ,0.1792 ,0.8106,1.3430
29425,1 ,37 ,22751 ,107 ,32.5014 ,0.1830 ,0.8784,1.6365
29426,0 ,25 ,32810 ,185 ,20.0919 ,0.1549 ,0.6236,1.5858
29427,0 ,20 ,19446 ,111 ,23.5139 ,0.2173 ,0.8395,1.6043
29441,2 ,19 ,9984 ,35 ,1.0438 ,0.3377 ,0.6450,1.0065
29442,2 ,38 ,20070 ,106 ,5.2733 ,0.2196 ,0.7763,1.1116
29443,0 ,10 ,7737 ,25 ,1.2477 ,0.3227 ,0.6710,1.0346
29444,0 ,1 ,1076 ,1 ,0.2255 ,0.3885 ,0.6792,0.8374
29446,0 ,0 ,1800 ,4 ,0.1024 ,0.4333 ,0.7894,0.8883
29447,0 ,1 ,743 ,0 ,0.0479 ,0.3970 ,0.5349,0.6743
29449,0 ,3 ,4390 ,18 ,0.0653 ,0.3790 ,0.6864,0.8945
29450,0 ,1 ,1212 ,5 ,0.0908 ,0.4134 ,0.6000,1.0124
29451,0 ,1 ,802 ,6 ,0.0293 ,0.3479 ,0.6198,1.1771
29452,0 ,1 ,2045 ,7 ,0.0760 ,0.4694 ,0.6297,0.8802
29453,0 ,4 ,2608 ,2 ,0.1982 ,0.4367 ,0.5273,0.8213
30201,38 ,1446 ,375591 ,3384 ,17.9511 ,0.2206 ,0.7826,1.3081
30202,6 ,99 ,57744 ,413 ,5.7071 ,0.2738 ,0.6906,1.1554
30203,4 ,136 ,68529 ,322 ,5.2589 ,0.2052 ,0.8099,1.2635
30204,2 ,53 ,32143 ,221 ,8.7061 ,0.2359 ,0.6923,1.0249
30205,3 ,100 ,27053 ,273 ,6.1582 ,0.2414 ,0.8367,0.9614
30206,4 ,210 ,82499 ,775 ,0.8035 ,0.2525 ,0.8214,0.9930
30207,2 ,82 ,33790 ,216 ,1.3230 ,0.2774 ,0.8636,0.9859
30208,5 ,113 ,67862 ,435 ,2.9733 ,0.2310 ,0.6916,1.1302
30209,3 ,69 ,50834 ,422 ,13.2036 ,0.1352 ,0.8655,1.2231
30304,1 ,21 ,11643 ,42 ,0.9074 ,0.3516 ,0.6507,0.9522
30341,1 ,31 ,19670 ,131 ,1.2964 ,0.2869 ,0.6673,0.9828
30343,0 ,7 ,5516 ,16 ,1.2502 ,0.3173 ,0.7206,1.0696
30344,1 ,7 ,4632 ,30 ,0.3379 ,0.3230 ,0.8926,1.0084
30361,1 ,33 ,14742 ,96 ,7.0875 ,0.2480 ,0.7944,0.8731
30362,0 ,4 ,8071 ,28 ,1.2358 ,0.2343 ,0.5793,0.8585
30366,2 ,51 ,28640 ,161 ,0.8142 ,0.2884 ,0.7137,1.0038
30381,1 ,21 ,8462 ,36 ,6.6161 ,0.2701 ,0.7334,1.1042
30382,0 ,6 ,7344 ,32 ,1.5821 ,0.2662 ,0.6766,1.1209
30383,0 ,5 ,7179 ,38 ,2.3354 ,0.2686 ,0.6559,0.9117
30390,0 ,6 ,9192 ,28 ,0.8089 ,0.2885 ,0.5582,0.9217
30391,0 ,9 ,14200 ,84 ,1.1808 ,0.2549 ,0.5806,0.9229
30392,0 ,9 ,11305 ,41 ,0.3409 ,0.3048 ,0.5636,0.9864
30401,2 ,34 ,23642 ,172 ,1.1760 ,0.2951 ,0.8590,0.9399
30404,1 ,15 ,14775 ,126 ,2.5700 ,0.1932 ,0.6782,1.0321
30406,1 ,8 ,5293 ,19 ,0.3030 ,0.3935 ,0.7521,0.7194
30421,2 ,22 ,18185 ,95 ,0.9913 ,0.3073 ,0.8827,0.8685
30422,0 ,3 ,3506 ,10 ,5.8826 ,0.3494 ,0.7795,0.9124
30424,0 ,5 ,3426 ,8 ,0.1163 ,0.4469 ,0.8071,0.7253
30427,0 ,1 ,570 ,1 ,0.1182 ,0.4281 ,0.8119,0.8263
30428,4 ,41 ,19931 ,130 ,1.4679 ,0.3371 ,0.8430,0.8622
31201,10 ,494 ,201740 ,823 ,2.6349 ,0.2110 ,0.7397,1.1839
31202,12 ,800 ,149584 ,917 ,11.3141 ,0.2149 ,0.8102,1.2420
31203,8 ,169 ,52592 ,188 ,1.9325 ,0.2610 ,0.7631,1.0509
31204,2 ,69 ,36459 ,147 ,12.6638 ,0.2344 ,0.6967,1.1419
31302,1 ,13 ,13270 ,30 ,1.0843 ,0.2817 ,0.5662,0.9992
31325,0 ,1 ,4378 ,5 ,0.2197 ,0.3657 ,0.6574,0.8506
31328,1 ,12 ,8647 ,26 ,0.3850 ,0.3236 ,0.5905,0.8738
31329,0 ,13 ,19434 ,24 ,0.9402 ,0.2695 ,0.6632,0.9915
31364,2 ,19 ,7509 ,14 ,0.3216 ,0.3082 ,0.8538,0.9208
31370,0 ,12 ,17525 ,39 ,2.2482 ,0.2583 ,0.7377,1.0084
31371,0 ,17 ,19499 ,79 ,1.3938 ,0.2891 ,0.6370,0.9343
31372,0 ,7 ,16052 ,48 ,2.8087 ,0.2516 ,0.6577,1.0068
31384,0 ,2 ,3073 ,24 ,7.3870 ,0.2275 ,0.8201,1.3004
31386,0 ,11 ,18897 ,67 ,0.9957 ,0.3125 ,0.6340,0.8850
31389,1 ,15 ,12070 ,21 ,1.0585 ,0.2712 ,0.6250,0.9900
31390,2 ,18 ,12343 ,54 ,0.8851 ,0.2967 ,0.7016,1.0258
31401,1 ,8 ,6112 ,3 ,0.1793 ,0.4490 ,0.6671,0.7582
31402,1 ,13 ,4185 ,19 ,0.3123 ,0.3828 ,0.7843,0.8619
31403,0 ,4 ,3643 ,11 ,0.2922 ,0.3698 ,0.6648,0.8597
32201,11 ,542 ,196603 ,799 ,3.7076 ,0.2230 ,0.8420,1.2938
32202,6 ,126 ,63046 ,236 ,0.9142 ,0.2865 ,0.7539,1.0773
32203,7 ,708 ,146307 ,571 ,2.6920 ,0.2444 ,0.7470,1.1943
32204,2 ,125 ,52368 ,211 ,0.7143 ,0.2830 ,0.7549,1.0638
32205,2 ,84 ,40703 ,132 ,0.9333 ,0.3282 ,0.7086,0.9535
32206,5 ,71 ,43839 ,175 ,1.0414 ,0.2823 ,0.5752,1.1420
32207,4 ,52 ,27774 ,90 ,1.0344 ,0.3116 ,0.6608,1.0359
32209,2 ,63 ,44403 ,134 ,0.8024 ,0.3137 ,0.6130,1.0531
32304,1 ,14 ,14193 ,58 ,3.3286 ,0.1974 ,0.5132,1.1881
32343,1 ,23 ,15812 ,39 ,0.4296 ,0.3427 ,0.5626,0.8941
32386,1 ,4 ,5979 ,12 ,0.2462 ,0.3815 ,0.6565,0.8391
32401,2 ,31 ,27444 ,136 ,3.4033 ,0.2295 ,0.4842,1.1683
32441,1 ,9 ,4324 ,7 ,0.4064 ,0.3846 ,0.7976,0.8927
32448,0 ,4 ,5911 ,7 ,0.2089 ,0.4143 ,0.6517,0.7637
32449,2 ,19 ,12944 ,23 ,0.3088 ,0.3953 ,0.7435,0.8708
32501,2 ,15 ,9515 ,12 ,0.3098 ,0.3860 ,0.7252,0.8673
32505,1 ,11 ,7362 ,14 ,0.2189 ,0.3820 ,0.6644,0.9040
32525,0 ,3 ,2581 ,2 ,0.7702 ,0.3638 ,0.8119,0.9512
32526,1 ,8 ,3486 ,3 ,0.6221 ,0.3672 ,0.7733,0.9989
32527,0 ,0 ,725 ,0 ,0.5292 ,0.4138 ,0.8966,0.8262
32528,1 ,27 ,16904 ,15 ,0.6964 ,0.3121 ,0.7669,1.0550
33201,53 ,2437 ,696172 ,8803 ,8.8133 ,0.1900 ,0.8129,1.4260
33202,37 ,1540 ,469377 ,5049 ,13.2327 ,0.1903 ,0.6997,1.3858
33203,10 ,250 ,110569 ,1091 ,2.1836 ,0.2342 ,0.7477,1.1443
33204,9 ,113 ,67047 ,511 ,6.4711 ,0.2532 ,0.6412,1.2637
33205,3 ,100 ,57272 ,385 ,4.2102 ,0.2821 ,0.6522,1.1444
33207,5 ,46 ,45104 ,229 ,1.8534 ,0.2874 ,0.5151,1.1705
33208,3 ,72 ,66584 ,595 ,3.1408 ,0.2068 ,0.5267,1.3039
33209,4 ,76 ,38799 ,172 ,0.7093 ,0.3315 ,0.6761,0.9984
33210,4 ,38 ,36073 ,150 ,0.4547 ,0.3288 ,0.6707,1.0114
33211,5 ,57 ,40241 ,219 ,1.5583 ,0.2686 ,0.5820,1.1557
33212,4 ,57 ,39081 ,239 ,3.1133 ,0.2563 ,0.6226,1.1857
33213,2 ,50 ,43913 ,336 ,2.0968 ,0.2328 ,0.6347,1.2285
33214,7 ,83 ,51782 ,215 ,0.6251 ,0.3189 ,0.6697,1.0189
33215,3 ,38 ,32479 ,167 ,0.7568 ,0.3366 ,0.6563,0.9257
33216,3 ,36 ,37327 ,280 ,5.6165 ,0.2613 ,0.6602,1.2157
33346,2 ,20 ,16180 ,90 ,1.1218 ,0.2980 ,0.6141,1.0896
33423,1 ,42 ,11921 ,140 ,15.6649 ,0.2028 ,0.8712,1.3976
33445,1 ,11 ,10823 ,113 ,8.8496 ,0.2327 ,0.3935,1.3126
33461,2 ,19 ,15713 ,96 ,1.7339 ,0.3097 ,0.4968,1.1292
33586,0 ,2 ,1019 ,1 ,0.1519 ,0.3817 ,0.7345,0.7782
33606,2 ,20 ,14059 ,65 ,0.3350 ,0.3327 ,0.7047,1.0822
33622,1 ,14 ,11263 ,84 ,2.0823 ,0.2685 ,0.4707,1.0701
33623,0 ,5 ,6475 ,36 ,0.9311 ,0.2732 ,0.5766,1.0954
33643,0 ,1 ,1684 ,5 ,0.2907 ,0.3403 ,0.5881,0.8272
33663,0 ,5 ,5690 ,41 ,0.7239 ,0.3641 ,0.6625,0.8905
33666,1 ,7 ,16577 ,98 ,0.7141 ,0.3404 ,0.5769,0.9574
33681,2 ,24 ,14040 ,55 ,0.5225 ,0.3553 ,0.5716,0.9103
34100,80 ,3048 ,1154391 ,8443 ,12.7539 ,0.1686 ,0.8223,1.5687
34202,23 ,771 ,251003 ,1437 ,7.0957 ,0.2555 ,0.7236,1.3748
34203,3 ,50 ,30657 ,185 ,2.5915 ,0.2894 ,0.7200,1.1900
34204,11 ,230 ,104196 ,715 ,2.2121 ,0.2564 ,0.6595,1.2804
34205,11 ,357 ,150225 ,855 ,5.2738 ,0.2749 ,0.6921,1.2362
34207,39 ,887 ,459087 ,4089 ,8.8615 ,0.1992 ,0.6984,1.3796
34208,4 ,86 ,45188 ,223 ,2.3089 ,0.2733 ,0.5527,1.2586
34209,5 ,137 ,59314 ,275 ,0.7622 ,0.2993 ,0.7147,1.1555
34210,6 ,85 ,43149 ,143 ,0.3461 ,0.3615 ,0.7118,1.0032
34211,3 ,84 ,30279 ,167 ,3.8547 ,0.2510 ,0.5867,1.3438
34212,14 ,348 ,184430 ,1207 ,2.9029 ,0.1639 ,0.6975,1.4138
34213,8 ,232 ,115530 ,664 ,2.3608 ,0.1987 ,0.7369,1.4929
34214,2 ,67 ,33096 ,158 ,0.6150 ,0.3245 ,0.6333,1.0967
34215,3 ,42 ,29939 ,85 ,2.9651 ,0.3174 ,0.7689,1.1816
34302,1 ,101 ,50732 ,266 ,48.5474 ,0.1658 ,0.5550,1.6433
34304,2 ,51 ,29137 ,266 ,21.0985 ,0.1575 ,0.7232,1.4712
34307,0 ,19 ,25103 ,142 ,7.4667 ,0.2008 ,0.5936,1.3468
34309,1 ,45 ,12399 ,111 ,7.9126 ,0.2479 ,0.8592,1.2934
34368,2 ,19 ,8238 ,32 ,0.2407 ,0.4263 ,0.7450,0.9800
34369,4 ,41 ,20857 ,70 ,0.3227 ,0.3316 ,0.5617,1.0515
34431,0 ,9 ,9236 ,12 ,2.1340 ,0.3969 ,0.6994,1.0140
34462,1 ,19 ,18866 ,73 ,0.6779 ,0.3490 ,0.5965,1.0084
34545,1 ,12 ,11590 ,27 ,0.3036 ,0.4278 ,0.6675,0.8549
35201,24 ,685 ,290693 ,1946 ,4.0596 ,0.2545 ,0.7477,1.2294
35202,15 ,856 ,178955 ,1317 ,6.2204 ,0.2307 ,0.7494,1.3534
35203,13 ,415 ,191677 ,1059 ,2.6249 ,0.2096 ,0.8363,1.3578
35204,6 ,97 ,57990 ,248 ,0.8298 ,0.3157 ,0.7708,1.0285
35206,8 ,280 ,116818 ,731 ,6.1943 ,0.2259 ,0.6673,1.3345
35207,3 ,75 ,53509 ,362 ,5.9880 ,0.2218 ,0.6739,1.4416
35208,15 ,323 ,149702 ,853 ,1.7154 ,0.2608 ,0.7335,1.2978
35210,4 ,86 ,53971 ,230 ,5.8702 ,0.2300 ,0.6062,1.4021
35211,4 ,71 ,41127 ,157 ,1.1491 ,0.3159 ,0.7163,1.0473
35212,3 ,102 ,35927 ,218 ,2.5680 ,0.2997 ,0.7921,1.2154
35213,2 ,43 ,29839 ,143 ,0.6312 ,0.3141 ,0.6393,1.0709
35215,12 ,304 ,152387 ,1000 ,2.3221 ,0.2289 ,0.6977,1.3796
35216,7 ,155 ,66261 ,403 ,4.9824 ,0.2422 ,0.6572,1.2587
35305,4 ,34 ,21392 ,90 ,1.5482 ,0.4442 ,0.7969,0.8499
35321,0 ,5 ,6441 ,18 ,6.0994 ,0.2057 ,0.4437,1.3336
35341,0 ,4 ,3706 ,6 ,1.0646 ,0.4754 ,0.7317,0.8233
35343,0 ,9 ,16287 ,74 ,3.2348 ,0.2468 ,0.5828,1.2697
35344,1 ,32 ,14203 ,52 ,4.1204 ,0.3061 ,0.6628,1.1222
35502,0 ,2 ,4101 ,8 ,0.3533 ,0.4221 ,0.6015,0.8527
35504,0 ,10 ,7620 ,24 ,0.2600 ,0.4109 ,0.7024,0.8724
36201,45 ,1228 ,267833 ,2694 ,13.9941 ,0.2051 ,0.8316,1.3279
36202,5 ,159 ,63200 ,366 ,4.6656 ,0.2393 ,0.7233,1.2540
36203,7 ,178 ,42115 ,379 ,9.3092 ,0.2315 ,0.7275,1.1049
36204,6 ,146 ,78002 ,497 ,2.7919 ,0.2440 ,0.6514,1.1900
36205,5 ,133 ,45782 ,333 ,3.1751 ,0.2806 ,0.7395,1.0234
36206,3 ,55 ,41076 ,268 ,2.1509 ,0.2691 ,0.6192,0.9341
36207,7 ,62 ,34565 ,185 ,0.9409 ,0.2999 ,0.7170,0.9054
36208,5 ,76 ,34103 ,193 ,0.4727 ,0.3588 ,0.7190,0.9043
36301,1 ,5 ,6303 ,30 ,0.9030 ,0.3198 ,0.5688,0.9119
36302,0 ,4 ,1955 ,9 ,0.1782 ,0.4854 ,0.6015,0.6824
36321,0 ,2 ,2800 ,8 ,0.6619 ,0.3443 ,0.5498,0.9271
36341,3 ,38 ,26068 ,233 ,9.0420 ,0.2348 ,0.6959,1.1627
36342,0 ,9 ,6924 ,37 ,0.3995 ,0.4409 ,0.6512,0.7512
36368,1 ,13 ,10695 ,23 ,0.1539 ,0.3776 ,0.5319,0.9201
36383,1 ,16 ,5391 ,29 ,0.9530 ,0.3701 ,0.7839,0.8930
36387,2 ,14 ,8726 ,50 ,0.6195 ,0.3672 ,0.8281,0.8335
36388,1 ,12 ,11507 ,40 ,0.3513 ,0.3380 ,0.6321,0.7790
36401,2 ,15 ,14926 ,105 ,11.0236 ,0.1664 ,0.5972,1.3604
36402,3 ,42 ,20703 ,179 ,23.6066 ,0.1825 ,0.7875,1.4368
36403,2 ,39 ,32286 ,264 ,19.8439 ,0.1355 ,0.6668,1.2863
36404,2 ,37 ,14519 ,68 ,4.0130 ,0.2289 ,0.7115,1.0216
36405,0 ,17 ,13123 ,102 ,3.8027 ,0.2300 ,0.7471,1.0262
36468,3 ,28 ,11722 ,47 ,0.6017 ,0.3776 ,0.5620,0.8439
36489,2 ,22 ,15626 ,91 ,1.2751 ,0.2783 ,0.6913,1.0070
37201,35 ,1042 ,418125 ,5976 ,11.1467 ,0.2016 ,0.8238,1.4510
37202,9 ,225 ,110085 ,1471 ,9.8475 ,0.2097 ,0.7016,1.3007
37203,5 ,178 ,57266 ,761 ,6.1936 ,0.2631 ,0.6684,1.3042
37204,4 ,140 ,35495 ,424 ,8.9005 ,0.2332 ,0.8352,1.2183
37205,6 ,177 ,65226 ,633 ,5.5526 ,0.2590 ,0.6669,1.2169
37206,3 ,92 ,55754 ,499 ,3.5087 ,0.2604 ,0.6384,1.1371
37207,3 ,56 ,35929 ,302 ,2.3429 ,0.2937 ,0.5508,1.0959
37208,9 ,84 ,71180 ,739 ,3.1968 ,0.2811 ,0.5684,1.1782
37322,1 ,18 ,16411 ,73 ,2.2064 ,0.3069 ,0.7084,1.0231
37324,3 ,37 ,17257 ,73 ,1.8046 ,0.3337 ,0.6192,1.0375
37341,3 ,331 ,28790 ,308 ,3.7992 ,0.2221 ,0.7137,1.2663
37364,0 ,3 ,3538 ,2 ,2.4880 ,0.2798 ,0.5633,1.5350
37386,0 ,16 ,17460 ,315 ,21.6357 ,0.1531 ,0.7331,1.4095
37387,2 ,58 ,25628 ,195 ,2.3368 ,0.2578 ,0.6551,1.2242
37403,2 ,24 ,10747 ,118 ,12.7033 ,0.3166 ,0.8461,1.1573
37404,3 ,32 ,23613 ,181 ,9.7013 ,0.2455 ,0.5187,1.3100
37406,1 ,18 ,19896 ,173 ,1.0238 ,0.3087 ,0.6176,1.0948
38201,40 ,1224 ,514937 ,4366 ,12.0024 ,0.1908 ,0.8376,1.2445
38202,29 ,313 ,173983 ,1221 ,4.1439 ,0.2547 ,0.6883,1.1019
38203,7 ,206 ,89444 ,483 ,1.9050 ,0.2859 ,0.8193,0.9291
38204,4 ,104 ,41264 ,151 ,3.1030 ,0.2953 ,0.7699,1.0348
38205,10 ,290 ,123952 ,991 ,5.2903 ,0.2433 ,0.7146,1.2797
38206,9 ,191 ,113371 ,834 ,2.2271 ,0.2503 ,0.6271,1.1505
38207,6 ,115 ,50786 ,236 ,1.1751 ,0.2795 ,0.7269,0.9345
38210,2 ,46 ,39493 ,242 ,2.0308 ,0.2579 ,0.6354,1.0163
38213,9 ,145 ,92854 ,604 ,2.2103 ,0.2364 ,0.5839,1.3131
38214,4 ,55 ,44948 ,160 ,0.8731 ,0.3431 ,0.7127,0.8509
38215,3 ,538 ,35278 ,232 ,1.6684 ,0.2161 ,0.7364,1.1440
38356,0 ,6 ,8098 ,8 ,2.6638 ,0.3427 ,0.6592,1.0662
38386,1 ,10 ,10946 ,37 ,0.1875 ,0.4274 ,0.7092,0.7336
38401,1 ,31 ,30564 ,199 ,15.0413 ,0.2201 ,0.5804,1.2118
38402,1 ,31 ,22424 ,148 ,2.2077 ,0.2104 ,0.7211,1.1101
38422,2 ,23 ,19620 ,71 ,0.6551 ,0.3296 ,0.6390,0.8311
38442,0 ,8 ,12095 ,27 ,1.2815 ,0.3689 ,0.6549,0.8252
38484,0 ,2 ,4690 ,8 ,0.4761 ,0.3380 ,0.6602,0.6974
38488,2 ,18 ,12432 ,43 ,0.5140 ,0.3614 ,0.7084,0.8437
38506,3 ,43 ,26636 ,116 ,1.1116 ,0.2939 ,0.7383,0.8118
39201,61 ,1147 ,348990 ,2447 ,11.2861 ,0.2076 ,0.8601,1.2390
39202,2 ,18 ,17490 ,56 ,0.7045 ,0.3294 ,0.7420,0.7905
39203,2 ,50 ,20348 ,105 ,0.6412 ,0.2915 ,0.8288,0.8924
39204,10 ,404 ,50758 ,348 ,4.0493 ,0.2322 ,0.7308,1.0997
39205,3 ,44 ,30011 ,178 ,3.2767 ,0.2714 ,0.7688,0.9325
39206,3 ,47 ,26039 ,117 ,1.9223 ,0.2777 ,0.7793,0.8894
39208,5 ,80 ,24397 ,127 ,0.8527 ,0.2666 ,0.7496,0.8283
39209,4 ,20 ,17281 ,62 ,0.6483 ,0.3463 ,0.7673,0.8159
39210,8 ,72 ,37917 ,148 ,0.5996 ,0.2703 ,0.8436,0.9775
39211,3 ,46 ,33541 ,231 ,2.6517 ,0.2502 ,0.7751,1.0483
39212,4 ,47 ,30257 ,140 ,0.5622 ,0.3083 ,0.7476,0.9116
39301,0 ,3 ,3386 ,5 ,0.4570 ,0.3574 ,0.7293,0.6607
39302,0 ,5 ,3727 ,16 ,1.3160 ,0.3598 ,0.8502,0.7695
39303,1 ,10 ,3236 ,16 ,4.9329 ,0.3245 ,0.7738,0.8582
39304,0 ,2 ,3297 ,14 ,0.6217 ,0.3518 ,0.6015,0.7106
39305,0 ,0 ,1478 ,2 ,0.0753 ,0.3816 ,0.6116,0.8281
39306,0 ,1 ,1170 ,1 ,0.0707 ,0.3291 ,0.5504,1.1274
39307,1 ,8 ,4208 ,26 ,1.0618 ,0.3063 ,0.8332,0.7690
39341,1 ,8 ,4374 ,12 ,0.3259 ,0.3788 ,0.7711,0.8628
39344,1 ,5 ,5492 ,28 ,0.1744 ,0.5076 ,0.6248,0.6209
39363,1 ,8 ,4632 ,7 ,0.2184 ,0.4057 ,0.7720,0.8171
39364,0 ,1 ,538 ,0 ,0.0565 ,0.4368 ,0.5535,0.8736
39386,4 ,34 ,27068 ,135 ,0.5750 ,0.2713 ,0.6869,1.1432
39387,1 ,7 ,7347 ,19 ,0.2207 ,0.4621 ,0.5941,0.6822
39401,1 ,7 ,8320 ,38 ,0.4301 ,0.3512 ,0.6770,0.7543
39402,2 ,26 ,14447 ,72 ,1.4274 ,0.3028 ,0.7381,0.9589
39403,4 ,17 ,6952 ,16 ,0.6231 ,0.3819 ,0.7702,0.7729
39405,1 ,6 ,4625 ,8 ,0.1956 ,0.3598 ,0.6567,0.7001
39410,0 ,2 ,5895 ,37 ,1.3135 ,0.2943 ,0.5929,0.9096
39411,0 ,4 ,6862 ,18 ,0.3466 ,0.3586 ,0.5965,0.7658
39412,2 ,32 ,20527 ,70 ,0.3197 ,0.3503 ,0.7525,0.7572
39424,1 ,7 ,6437 ,12 ,0.6247 ,0.3567 ,0.7279,0.6304
39427,0 ,0 ,1808 ,1 ,0.2118 ,0.3827 ,0.5956,0.6659
39428,1 ,8 ,13437 ,51 ,0.7130 ,0.3224 ,0.7388,0.7575
40100,78 ,3116 ,993525 ,9095 ,20.3712 ,0.2224 ,0.7857,1.2547
40130,105 ,4969 ,1401279 ,13723 ,41.0980 ,0.1523 ,0.8894,1.4952
40202,21 ,433 ,131090 ,1121 ,16.0748 ,0.2804 ,0.7818,0.9882
40203,31 ,1651 ,306434 ,3440 ,13.3325 ,0.1931 ,0.8190,1.2334
40204,4 ,112 ,57497 ,521 ,9.3067 ,0.2534 ,0.6999,1.1090
40205,11 ,431 ,133357 ,1243 ,6.2279 ,0.2266 ,0.8012,1.0849
40206,5 ,179 ,51534 ,558 ,9.4523 ,0.2611 ,0.8104,0.9434
40207,6 ,125 ,74539 ,567 ,9.6930 ,0.2413 ,0.7376,0.9782
40210,5 ,138 ,42818 ,411 ,4.3400 ,0.2443 ,0.7455,1.0188
40211,2 ,83 ,47844 ,475 ,11.4323 ,0.2086 ,0.6687,1.1202
40212,2 ,124 ,39213 ,330 ,11.6671 ,0.2474 ,0.6405,0.9676
40213,6 ,130 ,70070 ,633 ,10.0344 ,0.2070 ,0.7567,1.2325
40214,1 ,39 ,28104 ,234 ,2.5280 ,0.2824 ,0.6337,1.1163
40215,2 ,61 ,46560 ,331 ,29.1364 ,0.2541 ,0.7851,1.0657
40216,6 ,103 ,57481 ,359 ,12.6332 ,0.1984 ,0.8587,1.3676
40217,9 ,251 ,97571 ,737 ,11.1154 ,0.1584 ,0.8450,1.4123
40218,5 ,260 ,108402 ,991 ,76.6092 ,0.1294 ,0.8858,1.4108
40219,7 ,94 ,92748 ,749 ,34.5045 ,0.1458 ,0.7867,1.4541
40220,6 ,134 ,94148 ,599 ,7.8680 ,0.1942 ,0.8785,1.3803
40221,3 ,58 ,67087 ,641 ,22.6799 ,0.1842 ,0.8628,1.4026
40222,6 ,105 ,67275 ,513 ,6.4378 ,0.1660 ,0.8561,1.2111
40223,6 ,141 ,55943 ,472 ,13.2850 ,0.1642 ,0.5848,1.3490
40224,5 ,121 ,55677 ,338 ,10.5649 ,0.2197 ,0.8031,1.2829
40225,2 ,53 ,32902 ,200 ,2.7990 ,0.2554 ,0.7098,0.9244
40226,5 ,54 ,30630 ,281 ,2.1880 ,0.2793 ,0.5515,0.9572
40227,8 ,58 ,45929 ,249 ,3.3976 ,0.2804 ,0.7332,0.8004
40228,5 ,120 ,59385 ,498 ,2.4069 ,0.2534 ,0.6778,1.0289
40229,2 ,58 ,43372 ,351 ,4.1260 ,0.2784 ,0.7099,0.9302
40305,1 ,34 ,46972 ,446 ,6.2638 ,0.1327 ,0.7729,1.3180
40341,3 ,34 ,39136 ,159 ,12.9504 ,0.1530 ,0.6759,1.1178
40342,4 ,41 ,30985 ,183 ,7.9653 ,0.1709 ,0.8194,1.2365
40343,4 ,99 ,40557 ,481 ,46.6172 ,0.1635 ,0.8186,1.2971
40344,2 ,26 ,25601 ,181 ,15.6773 ,0.1801 ,0.6159,1.1455
40345,1 ,25 ,23447 ,307 ,12.3993 ,0.1376 ,0.6559,1.4830
40348,1 ,10 ,7858 ,117 ,2.0994 ,0.2188 ,0.8164,1.2988
40349,3 ,50 ,37685 ,538 ,26.6891 ,0.1335 ,0.7887,1.3629
40381,1 ,24 ,16247 ,57 ,14.2268 ,0.2067 ,0.8701,1.1475
40382,3 ,63 ,30679 ,216 ,27.8141 ,0.2158 ,0.7426,1.0818
40383,3 ,51 ,31332 ,158 ,6.4589 ,0.2465 ,0.7828,1.2528
40384,3 ,28 ,19279 ,176 ,8.7078 ,0.2134 ,0.7246,1.2748
40401,1 ,8 ,9253 ,60 ,6.5254 ,0.2799 ,0.5848,0.9256
40402,1 ,23 ,18204 ,89 ,5.1164 ,0.2405 ,0.4978,1.0378
40421,1 ,11 ,14535 ,100 ,7.2422 ,0.2365 ,0.7183,0.9386
40447,2 ,34 ,29353 ,245 ,4.3693 ,0.2142 ,0.6539,1.0805
40448,0 ,0 ,2749 ,10 ,0.5294 ,0.3685 ,0.7681,0.6835
40462,1 ,6 ,13409 ,84 ,2.3496 ,0.2407 ,0.6624,1.0723
40463,1 ,19 ,17290 ,68 ,3.1696 ,0.2331 ,0.7306,1.0473
40503,1 ,11 ,15400 ,113 ,6.7455 ,0.2010 ,0.6199,1.0518
40522,1 ,17 ,14282 ,112 ,7.7493 ,0.2059 ,0.5725,1.0645
40541,0 ,12 ,13615 ,67 ,1.0049 ,0.3156 ,0.7214,0.8115
40543,0 ,9 ,11662 ,47 ,1.3460 ,0.2881 ,0.5711,0.8072
40544,4 ,26 ,20248 ,170 ,5.3411 ,0.2124 ,0.6098,0.9814
